0
Z1.0: "0"
Z2.0: "00"
Z3.0: "000"
Z4.0: "0000"
Z5.0: "00000"
Z6.0: "000000"
Z7.0: "0000000"
Z8.0: "00000000"
Z9.0: "000000000"
Z10.0: "0000000000"
Z11.0: "00000000000"
Z12.0: "000000000000"
Z13.0: "0000000000000"
Z14.0: "00000000000000"
Z15.0: "000000000000000"
Z16.0: "0000000000000000"
Z17.0: "00000000000000000"
Z18.0: "000000000000000000"
Z19.0: "0000000000000000000"
Z20.0: "00000000000000000000"
Z21.0: "000000000000000000000"
Z22.0: "0000000000000000000000"
Z23.0: "00000000000000000000000"
Z24.0: "000000000000000000000000"
Z25.0: "0000000000000000000000000"
Z26.0: "00000000000000000000000000"
Z27.0: "000000000000000000000000000"
Z28.0: "0000000000000000000000000000"
Z29.0: "00000000000000000000000000000"
Z30.0: "000000000000000000000000000000"
Z31.0: "0000000000000000000000000000000"
Z32.0: "00000000000000000000000000000000"
Z33.0: "000000000000000000000000000000000"
Z34.0: "0000000000000000000000000000000000"
Z35.0: "00000000000000000000000000000000000"
Z36.0: "000000000000000000000000000000000000"
Z37.0: "0000000000000000000000000000000000000"
Z38.0: "00000000000000000000000000000000000000"
Z39.0: "000000000000000000000000000000000000000"
Z40.0: "0000000000000000000000000000000000000000"
Z2.1: "00"
Z3.1: "000"
Z4.1: "0000"
Z5.1: "00000"
Z6.1: "000000"
Z7.1: "0000000"
Z8.1: "00000000"
Z9.1: "000000000"
Z10.1: "0000000000"
Z11.1: "00000000000"
Z12.1: "000000000000"
Z13.1: "0000000000000"
Z14.1: "00000000000000"
Z15.1: "000000000000000"
Z16.1: "0000000000000000"
Z17.1: "00000000000000000"
Z18.1: "000000000000000000"
Z19.1: "0000000000000000000"
Z20.1: "00000000000000000000"
Z21.1: "000000000000000000000"
Z22.1: "0000000000000000000000"
Z23.1: "00000000000000000000000"
Z24.1: "000000000000000000000000"
Z25.1: "0000000000000000000000000"
Z26.1: "00000000000000000000000000"
Z27.1: "000000000000000000000000000"
Z28.1: "0000000000000000000000000000"
Z29.1: "00000000000000000000000000000"
Z30.1: "000000000000000000000000000000"
Z31.1: "0000000000000000000000000000000"
Z32.1: "00000000000000000000000000000000"
Z33.1: "000000000000000000000000000000000"
Z34.1: "0000000000000000000000000000000000"
Z35.1: "00000000000000000000000000000000000"
Z36.1: "000000000000000000000000000000000000"
Z37.1: "0000000000000000000000000000000000000"
Z38.1: "00000000000000000000000000000000000000"
Z39.1: "000000000000000000000000000000000000000"
Z40.1: "0000000000000000000000000000000000000000"
Z3.2: "000"
Z4.2: "0000"
Z5.2: "00000"
Z6.2: "000000"
Z7.2: "0000000"
Z8.2: "00000000"
Z9.2: "000000000"
Z10.2: "0000000000"
Z11.2: "00000000000"
Z12.2: "000000000000"
Z13.2: "0000000000000"
Z14.2: "00000000000000"
Z15.2: "000000000000000"
Z16.2: "0000000000000000"
Z17.2: "00000000000000000"
Z18.2: "000000000000000000"
Z19.2: "0000000000000000000"
Z20.2: "00000000000000000000"
Z21.2: "000000000000000000000"
Z22.2: "0000000000000000000000"
Z23.2: "00000000000000000000000"
Z24.2: "000000000000000000000000"
Z25.2: "0000000000000000000000000"
Z26.2: "00000000000000000000000000"
Z27.2: "000000000000000000000000000"
Z28.2: "0000000000000000000000000000"
Z29.2: "00000000000000000000000000000"
Z30.2: "000000000000000000000000000000"
Z31.2: "0000000000000000000000000000000"
Z32.2: "00000000000000000000000000000000"
Z33.2: "000000000000000000000000000000000"
Z34.2: "0000000000000000000000000000000000"
Z35.2: "00000000000000000000000000000000000"
Z36.2: "000000000000000000000000000000000000"
Z37.2: "0000000000000000000000000000000000000"
Z38.2: "00000000000000000000000000000000000000"
Z39.2: "000000000000000000000000000000000000000"
Z40.2: "0000000000000000000000000000000000000000"
Z4.3: "0000"
Z5.3: "00000"
Z6.3: "000000"
Z7.3: "0000000"
Z8.3: "00000000"
Z9.3: "000000000"
Z10.3: "0000000000"
Z11.3: "00000000000"
Z12.3: "000000000000"
Z13.3: "0000000000000"
Z14.3: "00000000000000"
Z15.3: "000000000000000"
Z16.3: "0000000000000000"
Z17.3: "00000000000000000"
Z18.3: "000000000000000000"
Z19.3: "0000000000000000000"
Z20.3: "00000000000000000000"
Z21.3: "000000000000000000000"
Z22.3: "0000000000000000000000"
Z23.3: "00000000000000000000000"
Z24.3: "000000000000000000000000"
Z25.3: "0000000000000000000000000"
Z26.3: "00000000000000000000000000"
Z27.3: "000000000000000000000000000"
Z28.3: "0000000000000000000000000000"
Z29.3: "00000000000000000000000000000"
Z30.3: "000000000000000000000000000000"
Z31.3: "0000000000000000000000000000000"
Z32.3: "00000000000000000000000000000000"
Z33.3: "000000000000000000000000000000000"
Z34.3: "0000000000000000000000000000000000"
Z35.3: "00000000000000000000000000000000000"
Z36.3: "000000000000000000000000000000000000"
Z37.3: "0000000000000000000000000000000000000"
Z38.3: "00000000000000000000000000000000000000"
Z39.3: "000000000000000000000000000000000000000"
Z40.3: "0000000000000000000000000000000000000000"
Z5.4: "00000"
Z6.4: "000000"
Z7.4: "0000000"
Z8.4: "00000000"
Z9.4: "000000000"
Z10.4: "0000000000"
Z11.4: "00000000000"
Z12.4: "000000000000"
Z13.4: "0000000000000"
Z14.4: "00000000000000"
Z15.4: "000000000000000"
Z16.4: "0000000000000000"
Z17.4: "00000000000000000"
Z18.4: "000000000000000000"
Z19.4: "0000000000000000000"
Z20.4: "00000000000000000000"
Z21.4: "000000000000000000000"
Z22.4: "0000000000000000000000"
Z23.4: "00000000000000000000000"
Z24.4: "000000000000000000000000"
Z25.4: "0000000000000000000000000"
Z26.4: "00000000000000000000000000"
Z27.4: "000000000000000000000000000"
Z28.4: "0000000000000000000000000000"
Z29.4: "00000000000000000000000000000"
Z30.4: "000000000000000000000000000000"
Z31.4: "0000000000000000000000000000000"
Z32.4: "00000000000000000000000000000000"
Z33.4: "000000000000000000000000000000000"
Z34.4: "0000000000000000000000000000000000"
Z35.4: "00000000000000000000000000000000000"
Z36.4: "000000000000000000000000000000000000"
Z37.4: "0000000000000000000000000000000000000"
Z38.4: "00000000000000000000000000000000000000"
Z39.4: "000000000000000000000000000000000000000"
Z40.4: "0000000000000000000000000000000000000000"
Z6.5: "000000"
Z7.5: "0000000"
Z8.5: "00000000"
Z9.5: "000000000"
Z10.5: "0000000000"
Z11.5: "00000000000"
Z12.5: "000000000000"
Z13.5: "0000000000000"
Z14.5: "00000000000000"
Z15.5: "000000000000000"
Z16.5: "0000000000000000"
Z17.5: "00000000000000000"
Z18.5: "000000000000000000"
Z19.5: "0000000000000000000"
Z20.5: "00000000000000000000"
Z21.5: "000000000000000000000"
Z22.5: "0000000000000000000000"
Z23.5: "00000000000000000000000"
Z24.5: "000000000000000000000000"
Z25.5: "0000000000000000000000000"
Z26.5: "00000000000000000000000000"
Z27.5: "000000000000000000000000000"
Z28.5: "0000000000000000000000000000"
Z29.5: "00000000000000000000000000000"
Z30.5: "000000000000000000000000000000"
Z31.5: "0000000000000000000000000000000"
Z32.5: "00000000000000000000000000000000"
Z33.5: "000000000000000000000000000000000"
Z34.5: "0000000000000000000000000000000000"
Z35.5: "00000000000000000000000000000000000"
Z36.5: "000000000000000000000000000000000000"
Z37.5: "0000000000000000000000000000000000000"
Z38.5: "00000000000000000000000000000000000000"
Z39.5: "000000000000000000000000000000000000000"
Z40.5: "0000000000000000000000000000000000000000"
Z7.6: "0000000"
Z8.6: "00000000"
Z9.6: "000000000"
Z10.6: "0000000000"
Z11.6: "00000000000"
